text,favorites,retweets,source,day,hour,sentiment_score,sentiment_tag,sent_count,day_name
#COVID19 is mainly spread through droplets that come from your nose and mouth. Wearing a face covering reduces the spread of these droplets and aerosols. It also helps stop the spread of the virus from people who may not know they have it. Learn more: https://t.co/YY7wWYsvKd https://t.co/273VD3N5Ly,34,4,Twitter Web App,2021-10-22,19,0.333333333,Positive,338,Friday
"If you haven't had your #CovidVaccine yet, or you've missed your second dose, you're more at risk of serious illness. Register at https://t.co/P0Ll5tgaml

#ForUsAll https://t.co/REQQZ9vRln",22,6,TweetDeck,2021-10-22,17,0.055555556,Neutral,303,Friday
"@tomgriffinaim Hi Tom, You will need 1 dose of the Janssen COVID-19 vaccine to get long-lasting protection. This is a 1 dose vaccine. You can read more information here: https://t.co/VZTUFeRJYa",0,0,Agorapulse app,2021-10-22,15,0.5,Positive,338,Friday
"@kelly20530563 Hi there, can you please DM us some more information? For example on which document you want to change her name.",0,0,Agorapulse app,2021-10-22,15,0.5,Positive,338,Friday
"COVID-19 is still here and spreads very easily. You can still spread the virus, even if you don't have symptoms.  
   
Distance. Wear. Wash.    
   
We can do this. #ForUsAll

https://t.co/v06vkYaLO1 https://t.co/Oot5DfUoJo",16,8,Twitter Web App,2021-10-22,15,0.563333333,Positive,338,Friday
"@josaunders73 Hi Joanne, normally these are booked for the 10th day after contact with a positive case.",0,0,Agorapulse app,2021-10-22,14,0.18863636399999997,Positive,338,Friday
"@761_87 Hi Lesley, You can reach our helpline on 1800 700 700 up until 8pm.",0,0,Agorapulse app,2021-10-22,14,0.0,Neutral,303,Friday
"Walk-in COVID-19 vaccination clinics are open for first &amp; second doses this weekend. For opening times &amp; locations visit https://t.co/Pkr6TuMZgQ 

#ForUsAll https://t.co/h0sLEXm88k",8,2,Twitter Media Studio,2021-10-22,14,0.083333333,Neutral,303,Friday
@RepHoDestroyer Thanks for letting us know. The link can be found here: https://t.co/2ew0ZKomar,1,0,Agorapulse app,2021-10-22,14,0.2,Positive,338,Friday
"@moxcarlitos Hi AJ, he could drop into his closest vaccination centre to see if they can issue him a new one.",0,0,Agorapulse app,2021-10-22,13,0.13636363599999998,Neutral,303,Friday
"@TheOpenMicah Hi Micah, we do not handle the passenger locator form. This is handled by the Government. You can see information, as well as access the form here - https://t.co/lTCvig6XmP",0,0,Agorapulse app,2021-10-22,13,0.0,Neutral,303,Friday
"Over 26,000 invitations were sent by post this week inviting people to take part in the National Inpatient Experience Survey. We encourage everyone who receives a letter to complete the survey. Your feedback will help us to improve #OurHealthService
 
https://t.co/fqmQN4wXpl https://t.co/UCDich5PMb",12,5,Twitter Web App,2021-10-22,13,0.1,Neutral,303,Friday
Tabharfaidh vacsaín COVID-19 cosaint duit féin agus do do leanbh. Is féidir an vacsaín a fháil aon uair le linn do thoirchis. Labhair le do dhochtúir nó bean ghlúine roimh ré. Tuilleadh eolais: https://t.co/4Z4Tpz9Sg2 https://t.co/ml4HkvWWA1,3,2,Twitter Web App,2021-10-22,11,0.0,Neutral,303,Friday
"If you haven't had your vaccine yet, or you've missed your second dose, you're more at risk of serious illness. Register here: https://t.co/t0mwVg2ptG https://t.co/WZVZxUF4tv",6,3,Twitter Web App,2021-10-22,10,0.055555556,Neutral,303,Friday
You can book a #COVID19 test online if you have symptoms of COVID-19. Just log on to our system and pick a time slot up to the end of the following day. Learn more here: https://t.co/zzGkIXEGOe https://t.co/rSmR43g8Tp,11,10,Twitter Media Studio,2021-10-22,08,0.25,Positive,338,Friday
"Getting a vaccine cannot infect your baby with COVID-19. If you were vaccinated while pregnant, antibodies against COVID-19 pass into your breast milk and may offer some protection to your baby. Get more advice on vaccination here: https://t.co/RVjVxnCGOB
#COVIDVaccines #ForUsAll https://t.co/xfdbrpIPOR",35,24,Twitter Web App,2021-10-21,18,0.41666666700000005,Positive,338,Thursday
"RT @safefood_net: Let’s go easy on treats. Start your kids on the way to a healthier life with smaller treats less often. 

Here’s steps to…",0,11,Twitter Web App,2021-10-21,18,0.088888889,Neutral,303,Thursday
"If you have any symptoms of #COVID19, even if they are mild, self-isolate (stay in your room) and get a COVID-19 test. Do this even if you are part or fully vaccinated against COVID-19. 

Learn more about symptoms: https://t.co/hQo1Ofwegg

#StaySafe https://t.co/DuvbYdDGrM",9,2,Twitter Media Studio,2021-10-21,17,0.41666666700000005,Positive,338,Thursday
"@muinteoirmama Hi there, you can see more information on this here: https://t.co/784i4wCJcX",1,0,Agorapulse app,2021-10-21,16,0.5,Positive,338,Thursday
"""Know the signs of cancer and don't be scared to talk to your GP - It could save your life""

Watch the video below to find out about the importance of diagnosing cancer early. Learn more: https://t.co/JIBjDOf4aM  #KnowTheSigns https://t.co/2EK8BYfhn1",9,6,Twitter Media Studio,2021-10-21,15,0.3,Positive,338,Thursday
"""The loan of the tablets from Suaimhneas Clubhouse was a lifesaver for me during the pandemic and continues to be a tremendous help.""

Read more about the Tablet Loan Scheme: A Virtual Lifeline to Community ➡️ https://t.co/28QeWpHJUB

#OurHealthService https://t.co/3Av2dh0UVk",12,0,Twitter Web App,2021-10-21,14,0.41666666700000005,Positive,338,Thursday
"#WATCH: COVID-19 update from Dr Steevens' Hospital. 

https://t.co/YFC3bRlxZn",7,2,Twitter Web App,2021-10-21,13,0.0,Neutral,303,Thursday
@RaghuRa82394644 Thanks for letting us know. We will check and update accordingly.,0,0,Agorapulse app,2021-10-21,13,0.2,Positive,338,Thursday
"It’s International Infection Prevention Week. Washing hands properly is the best way to reduce infections in hospital and community settings in Ireland. https://t.co/OJhHKqZrPL

#IIPW https://t.co/dVW5fgRBkP",31,15,Twitter Media Studio,2021-10-21,12,0.333333333,Positive,338,Thursday
"If you test positive for #COVID19 you will get a text message. This will include a link to a website where you can upload contact details for your close contacts. If you do not use the website, a contact tracer will phone you to collect the details. https://t.co/mDcyUELYxW https://t.co/baJn62O5x8",15,8,Twitter Media Studio,2021-10-21,10,0.22727272699999998,Positive,338,Thursday
"@RaghuRa82394644 Hi Raghu, you can see a list of pharmacies offering the vaccine on our website here: https://t.co/iwSlCETz7A",0,0,Agorapulse app,2021-10-21,09,0.0,Neutral,303,Thursday
RT @paulreiddublin: Now 86 patients under intensive critical care with #Covid19. This represents almost 30% of ICU beds. This is likely to…,0,92,Agorapulse app,2021-10-21,08,0.0,Neutral,303,Thursday
"While anyone can catch the #flu, people over 65 are more at risk of getting seriously ill or needing hospital treatment. So if you're over 65, make an appointment with your GP or pharmacist today. Learn more: https://t.co/5ZnO6RFY1b https://t.co/J0mTxBtwiF",20,13,Twitter Web App,2021-10-21,08,0.166666667,Positive,338,Thursday
If you are immunocompromised you may be offered another #COVIDVaccine dose. A weak immune system means you may not have responded as well to your vaccine as others. Another dose should protect you from becoming very ill from COVID-19. #ForUsAll  https://t.co/oPO3UJ5J1Y https://t.co/C3JFzZ4jCr,26,10,Twitter Web App,2021-10-20,19,-0.19166666699999999,Negative,59,Wednesday
@Patrick51220110 Hi Patrick you could drop into your nearest vaccination centre and see if they can issue you with a new one.,0,0,Agorapulse app,2021-10-20,17,0.13636363599999998,Neutral,303,Wednesday
"If your child is a close contact of someone with #COVID19, you can read everything you need to know here: https://t.co/hIh9MSuY9K

#HSEMyChild https://t.co/VzBZ4rxo9Y",9,3,Twitter Web App,2021-10-20,17,0.0,Neutral,303,Wednesday
"Protect yourself from picking up infections if you are in hospital.

👉Clean your hands regularly 
👉Do not share your personal things with other patients 
👉Don’t sit on another patient’s bed, and it's OK to ask people not to sit on your bed

#IIPW",21,5,Twitter Web App,2021-10-20,16,0.09375,Neutral,303,Wednesday
"Feicfidh tú buntáistí chomh luath agus a stopann tú ag caitheamh tobac.

Gheobhaidh tú cúnamh láithreach nuair a chláróidh tú leis an bPlean Quit. 

Cuir glaoch ar an líne chabhrach 1800 201 203 chun cúnamh a fháil, saor in aisce. https://t.co/cxkIu6S387",5,0,Twitter Web App,2021-10-20,14,0.0,Neutral,303,Wednesday
"The children's flu vaccine is safe, effective and will help protect your child from the flu. It also helps protect the rest of your family too. Children and young people aged 2 to 17 can get the nasal flu vaccine for free. Learn more: https://t.co/2BflfuwEjN #YourBestShot https://t.co/j0qd3CTdGA",30,12,Twitter Web App,2021-10-20,12,0.333333333,Positive,338,Wednesday
"@drnicolebaker Hi Nicole, you can get the flu vaccine from your GP or a local pharmacy. You can find more information about this on the HSE website here: https://t.co/b7geGuCcsM",0,0,Agorapulse app,2021-10-20,11,0.25,Positive,338,Wednesday
#COVID19 is mainly spread through droplets that come from your nose and mouth. Wearing a face covering reduces the spread of these droplets and aerosols. It also helps stop the spread of the virus from people who may not know they have it. Learn more: https://t.co/YY7wWYaUlD https://t.co/HQjb1Dvwxl,46,23,Twitter Media Studio,2021-10-20,10,0.333333333,Positive,338,Wednesday
The @slaintecare Healthy Communities Programme was launched today by Ministers @DonnellyStephen &amp; @FrankFeighan. This programme will see agencies collaborate at local level to improve health &amp; wellbeing outcomes in 19 different communities across Ireland. https://t.co/LwZFdfYHmM https://t.co/nQJgxnVSmK,57,25,Twitter Web App,2021-10-20,09,0.166666667,Positive,338,Wednesday
"@ashloveswhisky Hi Ashley, the system for booking a test is not down. You can book a Covid-19 test here: https://t.co/xlihfwSEg9",0,0,Agorapulse app,2021-10-20,09,0.07777777799999999,Neutral,303,Wednesday
@BriangReal The HSE is not looking after the Digital COVID Certificate. If you have any queries regarding this you will need to call the Digital COVID Certificate helpline at 1800 807 008 or you can request information online on the following website. https://t.co/87AEY64u0w,0,0,Agorapulse app,2021-10-19,20,0.0,Neutral,303,Tuesday
"Don't make your minor injury a major hassle. If it's a sprain, break or minor burn, your local injury unit can treat you. Find out more about injury units here: https://t.co/eFrFmPmEyz https://t.co/jbP1QOEKjr",9,2,Twitter Web App,2021-10-19,18,0.0925,Neutral,303,Tuesday
RT @HsehealthW: Come along to our Launch Webinar and learn about how #SlaintecareHealthyCommunities will target health and wellbeing and he…,0,24,Twitter Web App,2021-10-19,14,0.0,Neutral,303,Tuesday
"https://t.co/QHxV11P3wy has helped thousands of Irish people quit smoking for good, it doesn't matter if you're a social smoker or smoke 40 a day... if you're ready to quit, we're ready to help. Learn more: https://t.co/cG9C9b0Slq 
 
#28DayChallenge  #TheLastStop https://t.co/k6p3m83AVF",15,7,Twitter Web App,2021-10-19,13,0.272222222,Positive,338,Tuesday
"@DominicMeehan1 Hi Dominic, many airlines require a letter of confirmation for PCR test results and will not accept an SMS/test message result. The HSE does not provide letters of confirmation for PCR test results. People travelling will need to get a private test.",0,0,Agorapulse app,2021-10-19,13,0.25,Positive,338,Tuesday
"If you have any symptoms of #COVID19, even if they are mild, self-isolate (stay in your room) and get a COVID-19 test. Do this even if you are part or fully vaccinated against COVID-19. 

Learn more about symptoms: https://t.co/hQo1OfNP7O

#StaySafe https://t.co/qv28SGvelv",18,6,Twitter Web App,2021-10-19,11,0.41666666700000005,Positive,338,Tuesday
"@frumgay Hi Fiona, could you please DM us regarding this?",0,0,Agorapulse app,2021-10-19,11,0.0,Neutral,303,Tuesday
"@Melanie65896249 Hi Melanie, the online system to book appointments is working. There is an option to request that the code is resent. If this does not work and this issue continues, please contact the Covid-19 helpline on 1800 700 700.",0,0,Agorapulse app,2021-10-19,09,0.0,Neutral,303,Tuesday
"@jonathan_otoole @doylesarahann Hi Jonathan, please ensure you have emailed certificates@hse.ie putting your reference number in the subject bar and a member of the team will get back to you as quickly as possible.",0,0,Agorapulse app,2021-10-19,09,-0.055555556,Negative,59,Tuesday
You can book a #COVID19 test online if you have symptoms of COVID-19. Just log on to our system and pick a time slot up to the end of the following day. Learn more here: https://t.co/zzGkIXWhFM https://t.co/QCZqsDodK0,20,7,Twitter Web App,2021-10-19,08,0.25,Positive,338,Tuesday
RT @safefood_net: Let’s go easy on treats. Start your kids on the way to a healthier life with smaller treats less often to keep your famil…,0,12,Twitter for iPhone,2021-10-19,07,0.088888889,Neutral,303,Tuesday
"If you have received a COVID-19 vaccine course, you should get a booster dose if you are: 
 
👉🏻 80 or older, or 
👉🏾65 or older and living in a nursing home or long-term care facility 
 
Learn more: https://t.co/eCsqWjmQzg

#COVIDVaccines #ForUsAll https://t.co/uNqbCtjOBD",28,10,Twitter Media Studio,2021-10-18,18,0.27777777800000003,Positive,338,Monday
"If you test positive for COVID-19 you will get a text message. This will include a link to a website where you can upload contact details for your close contacts. If you do not use the website, a contact tracer will phone you to collect the details. https://t.co/2l7Iu60RXw",21,5,Twitter Web App,2021-10-18,17,0.22727272699999998,Positive,338,Monday
"It's flu season, so if you're 65 or over, it's time to get your free, annual flu vaccine. Make an appointment with your GP or Pharmacist today. Find out more here: https://t.co/bkIfNpZa0P https://t.co/xmNQjQI4yK",17,6,Twitter Web App,2021-10-18,15,0.45,Positive,338,Monday
RT @rtenews: The mother of a toddler who almost drowned in a pond last year has paid tribute to those who saved her life. The family of two…,0,40,Twitter Web App,2021-10-18,15,-0.05,Negative,59,Monday
"This #InternationalInfectionPreventionWeek, teach your children how to properly clean their hands to prevent the spread of infections 

#IIPW https://t.co/MCS2CGiors",25,11,Twitter Media Studio,2021-10-18,14,0.36666666700000006,Positive,338,Monday
"@slsc76 Hi Sandra, please contact your local health office for further information regarding this. You can find contact details here: https://t.co/KIuUHffyV9.",0,0,Agorapulse app,2021-10-18,12,0.0,Neutral,303,Monday
"@deirdredunne Hi there, that is correct. You can book a Covid-19 test at another test centre in Dublin here: https://t.co/fCL1CGArSB",0,0,Agorapulse app,2021-10-18,10,0.0,Neutral,303,Monday
RT @AYA_Cancer_IE: 🎉We have seen an excellent response so far to our survey to help develop Irish cancer services further - there is still…,0,16,Twitter Web App,2021-10-18,10,0.275,Positive,338,Monday
"It’s flu season and children aged 2 to 17 can get their flu vaccine for free. It’s given as a nasal spray, and it’s safe and effective. Find more information on the children’s flu vaccine at https://t.co/2Bflfuf2Vd #YourBestShot https://t.co/fszY2OqHZr",56,26,Twitter Web App,2021-10-18,08,0.38,Positive,338,Monday
"@slsc76 Hi Sandra, please contact your local immunisation office regarding this query and the team will be able to assist you further. You can find contact details here: https://t.co/aWrBMgoZP0",0,0,Agorapulse app,2021-10-18,08,0.166666667,Positive,338,Monday
"@willmcguirk Hi there, you can see entry requirements as set out by the Government here: https://t.co/3ezFdRG5uQ",0,0,Agorapulse app,2021-10-17,20,0.0,Neutral,303,Sunday
There are many forms of dementia &amp; everyone’s experience is different. Early diagnosis means that people can receive treatment &amp; support that may slow down the symptoms to help them live well for as long as possible.  Learn more:  https://t.co/YbygxGmopz #UnderstandTogether https://t.co/tHKXl8jRjW,17,10,Twitter Web App,2021-10-17,17,0.081200898,Neutral,303,Sunday
"This week is #InternationalInfectionPreventionWeek. We’re using this week to raise awareness of the importance of infection prevention in protecting public health. https://t.co/GaSNfgmj5T

#IIPW https://t.co/jqHTeL7CoS",35,19,Twitter Media Studio,2021-10-17,15,0.0,Neutral,303,Sunday
#COVID19 is mainly spread through droplets that come from your nose and mouth. Wearing a face covering reduces the spread of these droplets and aerosols. It also helps stop the spread of the virus from people who may not know they have it. Learn more: https://t.co/bkrq22IXdw https://t.co/fj1aL3D5gc,42,17,Twitter Media Studio,2021-10-17,13,0.333333333,Positive,338,Sunday
"@Martincoleman08 Hi Martin, the passenger locator form is being looked after by the government. Unfortunately, we do not have details of alternative form. You can access the electronic form here: https://t.co/5jtWSqBWkW",0,0,Agorapulse app,2021-10-17,12,0.25,Positive,338,Sunday
You can book a #COVID19 test online if you have symptoms of COVID-19. Just log on to our system and pick a time slot up to the end of the following day. Learn more here:  https://t.co/enigQQhfGQ https://t.co/ZQbYD7aqEi,6,1,Twitter Media Studio,2021-10-17,10,0.25,Positive,338,Sunday
"It's flu season, so if you're 65 or over, it's time to get your free, annual flu vaccine. Make an appointment with your GP or Pharmacist today. Find out more https://t.co/MXV8ECFzDI #YourBestShot https://t.co/wUCVUmnWWX",22,17,Twitter Media Studio,2021-10-17,08,0.45,Positive,338,Sunday
"@JesskaDenise Hi Jessica, there are no appointments available today, however, there are appointments available tomorrow. You can book online using the following link: https://t.co/ET1sj0rYLL",0,0,Agorapulse app,2021-10-17,07,0.26666666699999997,Positive,338,Sunday
Seo séasúr an fhliú. Má tá tú os cionn 65 is féidir snáthaid an fhliú a fháil ó do dhochtúir nó Cógaiseoir. Tuilleadh eolais  #YourBestShot ar https://t.co/5ZnO6RFY1b https://t.co/j5taxWxmcd,5,2,Twitter Media Studio,2021-10-16,16,0.0,Neutral,303,Saturday
Our @HSEQuitTeam helped thousands of people in Ireland quit smoking for good and can help you too. Sign up for a free Quit Plan today 👉 https://t.co/sPhICHOuRG https://t.co/evBbMnfOac,10,7,Twitter Media Studio,2021-10-16,14,0.55,Positive,338,Saturday
"Every vaccine makes a difference. If you have not received your free COVID-19 vaccine you can register online  👉🏻 https://t.co/nTNxEJWWWr 
     
#COVIDVaccines #ForUsAll https://t.co/Bymytoarkm",42,21,Twitter Media Studio,2021-10-16,12,0.4,Positive,338,Saturday
"@Johnole40436676 Hi John, this has started, your hospital or GP will identify you if you require a 3rd COVID-19 vaccine dose. You do not need to register or contact anyone. People who need an additional dose will receive a text message with an appointment for their vaccine.",0,0,Agorapulse app,2021-10-16,11,0.0,Neutral,303,Saturday
"Healthcare workers can prevent the spread of flu and save lives by getting the flu vaccine. Speak to your line manager, peer vaccinator, or occupational health department about getting your free flu vaccine this winter. https://t.co/rdDV41z3QT #YourBestShot https://t.co/iagAujRhzR",8,1,Twitter Web App,2021-10-16,10,0.4,Positive,338,Saturday
"@NinaPlatt Hi Nina, we do not have details of a phone number to call regarding this. If you cannot find the information you require on this page of the https://t.co/CSzmYRiwi9 website, you may find the information from the Department of Foreign Affairs: https://t.co/WqBmhCS3SS",1,0,Agorapulse app,2021-10-16,10,-0.125,Negative,59,Saturday
"@NinaPlatt Hi Nina, the HSE have not implemented the travel restrictions, these have been implemented by the government. Have you been able to look at this page of the https://t.co/CSzmYRiwi9 website, there is information for people arriving from Great Britain: https://t.co/kXYmum2CQC",0,0,Agorapulse app,2021-10-16,09,0.65,Positive,338,Saturday
"COVID-19 is still here and spreads very easily. You can still spread the virus, even if you don't have symptoms.  
   
Distance. Wear. Wash.    
   
We can do this. #ForUsAll

https://t.co/zT1NC3W0Nd https://t.co/cNi3IjX5EP",8,4,Twitter Media Studio,2021-10-16,07,0.563333333,Positive,338,Saturday
"Walk-in clinics are open for people aged 12 and older. Children aged 12 to 15 must attend with their parent or guardian.
Visit https://t.co/2ew0ZKomar for more details. 

#ForUsAll",5,1,Twitter for iPhone,2021-10-16,07,0.093333333,Neutral,303,Saturday
"📍Kilbride Community Centre
 9.15am to 12.15pm
📍Sligo Racecourse 9.00am to 4.00pm
📍Clonmel Park Hotel 9am to 12pm
📍Waterford Institute of Technology Arena 8.15am to 5pm",3,1,Twitter for iPhone,2021-10-16,07,0.0,Neutral,303,Saturday
"📍Cillin Hill Conference Centre 8.15am to 12.30pm
📍St. Fintans Campus 1pm to 4pm
📍Limerick Racecourse 2pm to 7pm
📍Fairways Hotel 1pm to 4pm
📍Breaffy House Resort 9.30am to 5.30pm
📍Fairyhouse Racecourse 11am to 4pm
📍Glencarn Hotel 9.30am to 4:30pm",0,0,Twitter for iPhone,2021-10-16,07,0.0,Neutral,303,Saturday
"Here are today’s open walk-in #COVIDVaccine clinics.

📍Kilmore Hotel 8.30am to 4pm
📍West County Hotel, Ennis 5pm to 7pm
📍Letterkenny Community Assessment Hub 8.30am to 4.30pm
📍Galway Racecourse 8.30am to 4.00pm
📍Punchestown Racecourse
10am to 5pm https://t.co/1f8E9e4Hv3",10,5,Twitter for iPhone,2021-10-16,07,0.0,Neutral,303,Saturday
"@nameescapesme_ Hi there, if you have not received the code, you can request that the code is resent. If this issue continues, please contact the Covid-19 helpline on 1800 700 700",0,0,Agorapulse app,2021-10-15,18,0.0,Neutral,303,Friday
"@pidgerydoodar Hi there, please email certificates@hse.ie regarding this query, putting your reference number in the subject bar and a member of the team will get back to you as quickly as possible.",0,0,Agorapulse app,2021-10-15,18,-0.055555556,Negative,59,Friday
"@Twirls14 Hi there, it is possible to book an appointment on the system. Please book your appointment through the following link: https://t.co/ET1sj0rYLL",0,0,Agorapulse app,2021-10-15,18,0.0,Neutral,303,Friday
"@mcg1000 @DonnellyStephen @joeliveline Hi Mary, there is a referral pathway in place for GP's to refer housebound patients for a vaccine at home.",0,0,Agorapulse app,2021-10-15,17,0.0,Neutral,303,Friday
"@FionaOrr4 @OObeirn Hi there, there is a high demand for testing at the moment however it is possible to book through the online system. There are appointments available.",0,0,Agorapulse app,2021-10-15,16,0.18666666699999998,Positive,338,Friday
"Faigh cárta deontóra orgán agus d’fhéadfá athrú a chur ar shaol duine. Labhair le do chlann faoi 
#HaveThatConversation https://t.co/epk0alPwH2",4,2,Twitter Web App,2021-10-15,16,0.0,Neutral,303,Friday
#ThankYouLaura https://t.co/t6bQTjz3s4,393,23,Twitter Web App,2021-10-15,15,0.0,Neutral,303,Friday
#COVID19 is mainly spread through droplets that come from your nose and mouth. Wearing a face covering reduces the spread of these droplets and aerosols. It also helps stop the spread of the virus from people who may not know they have it. Learn more: https://t.co/kGXGkrzZSP https://t.co/WVOZtfbE3v,19,13,Twitter Web App,2021-10-15,15,0.333333333,Positive,338,Friday
"📍Sligo Racecourse, Co Sligo
📍Abbeycourt Hotel, Co Tipperary
📍Clonmel Park Hotel, Co Tipperary 
📍Waterford Institute of Technology Arena, Co Waterford
📍Astro Active Centre, Co Wexford 

(4/4)",2,1,Twitter Web App,2021-10-15,14,-0.133333333,Negative,59,Friday
"📍Belmullet Vaccination Centre, Co Mayo
📍Breaffy House Resort, Co Mayo
📍Fairyhouse Racecourse, Co Meath
📍Simonstown GAA Club, Co Meath
📍Glencarn Hotel, Co Monaghan
📍Offaly Vaccination Centre, Co Offaly
📍Kilbride Community Centre, Co Roscommon

(3/4)",2,1,Twitter Web App,2021-10-15,14,0.0,Neutral,303,Friday
"📍Citywest Hotel, Co Dublin
📍National Show Centre, Co Dublin 
📍Galway Racecourse, Co Galway 
📍Punchestown Racecourse, Co Kildare
📍Cillin Hill Conference Centre, Co Kilkenny 
📍St. Fintans Campus, Co Laois
📍Limerick Racecourse, Co Limerick 
📍Fairways Hotel, Co Louth

(2/4)",0,0,Twitter Web App,2021-10-15,14,0.0,Neutral,303,Friday
"Here are this weekend's open walk-in #COVIDVaccine clinics. Some of these clinics are for dose 1 and some are also for dose 2. You can find times and more details here: https://t.co/2qAIheIxeM 

📍City Hall Cork, Co Cork
📍Letterkenny Community Assessment Hub, Co Donegal

(1/4) https://t.co/g3ieQeodln",4,6,Twitter Web App,2021-10-15,14,0.25,Positive,338,Friday
"@mcg1000 @DonnellyStephen @joeliveline Hi Mary, people who are housebound can be referred for a home booster vaccine via their GP.",0,0,Agorapulse app,2021-10-15,12,0.0,Neutral,303,Friday
"@OObeirn Hi Malcolm, do you mean the COVID test booking? Are you using this link? https://t.co/EiOWmVSY97",0,0,Agorapulse app,2021-10-15,12,-0.3125,Negative,59,Friday
"If you test positive for COVID-19 you will get a text message. This will include a link to a website where you can upload contact details for your close contacts. If you do not use the website, a contact tracer will phone you to collect the details. https://t.co/w3w7uhNLtJ",13,3,Twitter Media Studio,2021-10-15,11,0.22727272699999998,Positive,338,Friday
"If you notice any of these possible signs of cancer, speak to your GP right away. 

When we diagnose cancer early, the best outcomes are possible. 

Learn more: https://t.co/nIJtAzTNzp  #KnowTheSigns https://t.co/ETuKGHs6PU",53,30,Twitter Web App,2021-10-15,10,0.314285714,Positive,338,Friday
"If you have received a COVID-19 vaccine course, you should get a booster dose if you are: 
 
👉80 or older, or 
👉🏾65 or older and living in a nursing home or long-term care facility 
 
Learn more: https://t.co/CRMO8ZT2vN

#COVIDVaccines #ForUsAll https://t.co/x6dcjqEkDL",34,13,Twitter Media Studio,2021-10-15,08,0.27777777800000003,Positive,338,Friday
"@Dion_Tallant Hi Dion, The Shrewsbury Community Testing Centre (RDS), Shrewsbury Road, Dublin 4 relocated to the Irish Management Institute (IMI), Balally, Dublin 16, D16 X8C3 on a permanent basis.",0,0,Agorapulse app,2021-10-14,16,0.0,Neutral,303,Thursday
We can help new mums with any part of breastfeeding that they may have questions about. No question is too big or small. Learn more here: https://t.co/ZdxlHWwNv5 #HSEMyChild https://t.co/XYr5EPg03S,7,0,Twitter Web App,2021-10-14,15,0.096590909,Neutral,303,Thursday
"""Know the signs of cancer and don't be scared to talk to your GP - It could save your life"".

Watch the video below to find out about the importance of diagnosing cancer early. Learn more: https://t.co/G8t57xjJd6 #KnowTheSigns https://t.co/GByxqTnKML",17,6,Twitter Web App,2021-10-14,14,0.3,Positive,338,Thursday
"@ChristinaKsci Hi Christina, could you please send us a DM regarding this with some more information?",1,0,Agorapulse app,2021-10-14,13,0.5,Positive,338,Thursday
"@matthew11lynch Hi Matthew, the Shrewsbury Community Testing Centre (RDS), Shrewsbury Road, Dublin 4 has relocated  to the Irish Management Institute (IMI), Balally, Dublin 16, D16 X8C3 on a permanent basis.",0,0,Agorapulse app,2021-10-14,13,0.0,Neutral,303,Thursday
"Every vaccine makes a difference. If you have not received your free COVID-19 vaccine you can register online here: https://t.co/nTNxEJWWWr
     
#COVIDVaccines #ForUsAll https://t.co/R5UkAjBb3u",13,5,Twitter Media Studio,2021-10-14,12,0.4,Positive,338,Thursday
"The flu vaccine is the best way to protect yourself from the flu. While anyone can catch the flu, you're more at risk of getting seriously ill or needing hospital treatment if you're over 65. Make an appointment with your GP or pharmacist 👉🏻 https://t.co/5ZnO6RXySJ #YourBestShot https://t.co/GEzw8tPH4c",35,15,Twitter Web App,2021-10-14,11,0.333333333,Positive,338,Thursday
"Described as a “godsend”, the Community Intervention Team (CIT) in Kerry is a specialist nurse-led service which can allow people to avoid a hospital stay or leave hospital earlier than would have otherwise been possible: https://t.co/g3O6HRCcoU #OurHealthService https://t.co/OB7NLmTmkg",38,5,Twitter Web App,2021-10-14,09,0.0,Neutral,303,Thursday
"@IrishinCanada Hi there, yes you are.",1,0,Agorapulse app,2021-10-14,09,0.0,Neutral,303,Thursday
"@donnell_od Hi Mary, the system was down yesterday but should be back up and running now. Sorry for inconvenience.",0,0,Agorapulse app,2021-10-14,08,-0.218518519,Negative,59,Thursday
"Detecting cancer early allows for better treatment options and higher survival rates.

Know the signs and if you are concerned, always reach out to your GP. Learn more: https://t.co/G8t57xBkBG #KnowTheSigns https://t.co/vzowSpQjd8",22,8,Twitter Web App,2021-10-14,08,0.3375,Positive,338,Thursday
"""In the months and years since Matilda has passed, it's given us huge comfort to know that her kidneys have gone to save someone else's life""

Watch Rebecca’s story and #HaveThatConversation with your loved ones #OrganDonationSavesLives 

https://t.co/213DrPamjb https://t.co/QxJfBs7f7P",14,3,Twitter Web App,2021-10-14,08,0.55,Positive,338,Thursday
"@whatisbrain Hi Eoghan, you can see a list of current vaccination centres here - https://t.co/2ew0ZKomar",0,0,Agorapulse app,2021-10-13,19,0.0,Neutral,303,Wednesday
"@cnbcwatcher90 Hi Rosie, you can see all Government rules for entry to Ireland on their website here - https://t.co/3ezFdRG5uQ",0,0,Agorapulse app,2021-10-13,19,0.0,Neutral,303,Wednesday
"@CronyZapponey Hi there, can you drop us a screenshot and some more information via DM please?",0,0,Agorapulse app,2021-10-13,17,0.5,Positive,338,Wednesday
"@joescrt Hi Joe, if you can drop us a DM with some more information we will take a look for you.",1,0,Agorapulse app,2021-10-13,17,0.5,Positive,338,Wednesday
"If you have symptoms of #COVID19, self-isolate (stay in your room) and get a COVID-19 test. Learn more about the symptoms of COVID-19 here: https://t.co/vRVClD4sYC https://t.co/xVetIzHdwV",5,1,Twitter Media Studio,2021-10-13,16,0.5,Positive,338,Wednesday
