,text,favorites,retweets,source,day,hour,sentiment_score,sentiment_tag
526,"Do you know what a superbug is? Using antibiotics when not needed can cause superbugs that can cause illness and death. 

#IIPW

https://t.co/QrRDYkLLwi https://t.co/qG7HcnHFTb",6,1,TweetDeck,2021-10-23,12:21:00,0.0,Neutral
527,"It's #flu season, so if you're 65 or over, it's time to get your free, annual flu vaccine. Make an appointment with your GP or Pharmacist today. Find out more: https://t.co/KzegQC7WyV

#YourBestShot https://t.co/stij4KSf2k",12,2,Twitter Web App,2021-10-23,10:43:00,0.45,Positive
528,@gillyguy Hi Rob. Is your daughter in first year? Some clinics are happening in vaccine centres. If you want to pass on more details I’ll try to get further details for you.,0,0,Agorapulse app,2021-10-23,08:31:03,0.25,Positive
529,"📍Clonmel Park Hotel 9am to 12pm
📍Astro Active Centre 9am to 4pm 
📍Shoreline Leisure Centre 10am to 4pm

Walk-in clinics are open people aged 12 and older. Children aged 12 to 15 must attend with their parent or guardian.
Visit https://t.co/2ew0ZKomar for more. 

#ForUsAll",2,3,Twitter for iPhone,2021-10-23,08:14:15,0.05555555555555555,Neutral
530,"📍Cillin Hill Conference Centre 8.15am to 12.30pm
📍St. Fintans Campus Portlaoise 10am to 4pm
📍Breaffy House Resort 1.30pm to 5.30pm
📍Fairyhouse Racecourse 11am to 3pm
📍Glencarn Hotel 9.30am to 4.30pm
📍Kilbride Community Centre 9.15am to 12.15pm
📍Abbeycourt Hotel 10am to 5pm",2,4,Twitter for iPhone,2021-10-23,08:14:14,0.0,Neutral
531,"Here are today’s open walk-in #COVIDVaccine clinics. Walk-in clinics are for first and second dose only. You cannot get a booster dose at a walk-in clinic. 

📍City Hall Cork 1pm to 4pm
📍Letterkenny Community Assessment Hub 10.15am to 4.30pm
📍Citywest Hotel 8am to 2pm https://t.co/JtQ0VzdUZL",26,16,Twitter for iPhone,2021-10-23,08:14:14,0.0625,Neutral
532,Get more from your #BankHolidayWeekend by drinking less. Learn more about your relationship with alcohol with our test: https://t.co/EcOf2pKeqt https://t.co/bQDt9TRB7Z,2,1,Twitter Web App,2021-10-23,08:14:00,0.2777777777777778,Positive
533,#COVID19 is mainly spread through droplets that come from your nose and mouth. Wearing a face covering reduces the spread of these droplets and aerosols. It also helps stop the spread of the virus from people who may not know they have it. Learn more: https://t.co/YY7wWYsvKd https://t.co/273VD3N5Ly,34,4,Twitter Web App,2021-10-22,19:14:00,0.3333333333333333,Positive
534,"If you haven't had your #CovidVaccine yet, or you've missed your second dose, you're more at risk of serious illness. Register at https://t.co/P0Ll5tgaml

#ForUsAll https://t.co/REQQZ9vRln",22,6,TweetDeck,2021-10-22,17:54:00,0.05555555555555556,Neutral
535,"@tomgriffinaim Hi Tom, You will need 1 dose of the Janssen COVID-19 vaccine to get long-lasting protection. This is a 1 dose vaccine. You can read more information here: https://t.co/VZTUFeRJYa",0,0,Agorapulse app,2021-10-22,15:45:54,0.5,Positive
536,"@kelly20530563 Hi there, can you please DM us some more information? For example on which document you want to change her name.",0,0,Agorapulse app,2021-10-22,15:03:26,0.5,Positive
537,"COVID-19 is still here and spreads very easily. You can still spread the virus, even if you don't have symptoms.  
   
Distance. Wear. Wash.    
   
We can do this. #ForUsAll

https://t.co/v06vkYaLO1 https://t.co/Oot5DfUoJo",16,8,Twitter Web App,2021-10-22,15:00:00,0.5633333333333334,Positive
538,"@josaunders73 Hi Joanne, normally these are booked for the 10th day after contact with a positive case.",0,0,Agorapulse app,2021-10-22,14:43:25,0.18863636363636363,Positive
539,"@761_87 Hi Lesley, You can reach our helpline on 1800 700 700 up until 8pm.",0,0,Agorapulse app,2021-10-22,14:42:47,0.0,Neutral
540,"Walk-in COVID-19 vaccination clinics are open for first &amp; second doses this weekend. For opening times &amp; locations visit https://t.co/Pkr6TuMZgQ 

#ForUsAll https://t.co/h0sLEXm88k",8,2,Twitter Media Studio,2021-10-22,14:34:05,0.08333333333333333,Neutral
541,@RepHoDestroyer Thanks for letting us know. The link can be found here: https://t.co/2ew0ZKomar,1,0,Agorapulse app,2021-10-22,14:26:35,0.2,Positive
542,"@moxcarlitos Hi AJ, he could drop into his closest vaccination centre to see if they can issue him a new one.",0,0,Agorapulse app,2021-10-22,13:47:56,0.13636363636363635,Neutral
543,"@TheOpenMicah Hi Micah, we do not handle the passenger locator form. This is handled by the Government. You can see information, as well as access the form here - https://t.co/lTCvig6XmP",0,0,Agorapulse app,2021-10-22,13:47:16,0.0,Neutral
544,"Over 26,000 invitations were sent by post this week inviting people to take part in the National Inpatient Experience Survey. We encourage everyone who receives a letter to complete the survey. Your feedback will help us to improve #OurHealthService
 
https://t.co/fqmQN4wXpl https://t.co/UCDich5PMb",12,5,Twitter Web App,2021-10-22,13:23:35,0.1,Neutral
545,Tabharfaidh vacsaín COVID-19 cosaint duit féin agus do do leanbh. Is féidir an vacsaín a fháil aon uair le linn do thoirchis. Labhair le do dhochtúir nó bean ghlúine roimh ré. Tuilleadh eolais: https://t.co/4Z4Tpz9Sg2 https://t.co/ml4HkvWWA1,3,2,Twitter Web App,2021-10-22,11:30:00,0.0,Neutral
546,"If you haven't had your vaccine yet, or you've missed your second dose, you're more at risk of serious illness. Register here: https://t.co/t0mwVg2ptG https://t.co/WZVZxUF4tv",6,3,Twitter Web App,2021-10-22,10:00:34,0.05555555555555556,Neutral
547,You can book a #COVID19 test online if you have symptoms of COVID-19. Just log on to our system and pick a time slot up to the end of the following day. Learn more here: https://t.co/zzGkIXEGOe https://t.co/rSmR43g8Tp,11,10,Twitter Media Studio,2021-10-22,08:03:00,0.25,Positive
548,"Getting a vaccine cannot infect your baby with COVID-19. If you were vaccinated while pregnant, antibodies against COVID-19 pass into your breast milk and may offer some protection to your baby. Get more advice on vaccination here: https://t.co/RVjVxnCGOB
#COVIDVaccines #ForUsAll https://t.co/xfdbrpIPOR",35,24,Twitter Web App,2021-10-21,18:15:00,0.41666666666666663,Positive
549,"RT @safefood_net: Let’s go easy on treats. Start your kids on the way to a healthier life with smaller treats less often. 

Here’s steps to…",0,11,Twitter Web App,2021-10-21,18:10:10,0.0888888888888889,Neutral
550,"If you have any symptoms of #COVID19, even if they are mild, self-isolate (stay in your room) and get a COVID-19 test. Do this even if you are part or fully vaccinated against COVID-19. 

Learn more about symptoms: https://t.co/hQo1Ofwegg

#StaySafe https://t.co/DuvbYdDGrM",9,2,Twitter Media Studio,2021-10-21,17:14:00,0.41666666666666663,Positive
551,"@muinteoirmama Hi there, you can see more information on this here: https://t.co/784i4wCJcX",1,0,Agorapulse app,2021-10-21,16:58:37,0.5,Positive
552,"""Know the signs of cancer and don't be scared to talk to your GP - It could save your life""

Watch the video below to find out about the importance of diagnosing cancer early. Learn more: https://t.co/JIBjDOf4aM  #KnowTheSigns https://t.co/2EK8BYfhn1",9,6,Twitter Media Studio,2021-10-21,15:00:03,0.3,Positive
553,"""The loan of the tablets from Suaimhneas Clubhouse was a lifesaver for me during the pandemic and continues to be a tremendous help.""

Read more about the Tablet Loan Scheme: A Virtual Lifeline to Community ➡️ https://t.co/28QeWpHJUB

#OurHealthService https://t.co/3Av2dh0UVk",12,0,Twitter Web App,2021-10-21,14:41:03,0.41666666666666663,Positive
554,"#WATCH: COVID-19 update from Dr Steevens' Hospital. 

https://t.co/YFC3bRlxZn",7,2,Twitter Web App,2021-10-21,13:34:19,0.0,Neutral
555,@RaghuRa82394644 Thanks for letting us know. We will check and update accordingly.,0,0,Agorapulse app,2021-10-21,13:24:29,0.2,Positive
556,"It’s International Infection Prevention Week. Washing hands properly is the best way to reduce infections in hospital and community settings in Ireland. https://t.co/OJhHKqZrPL

#IIPW https://t.co/dVW5fgRBkP",31,15,Twitter Media Studio,2021-10-21,12:26:00,0.3333333333333333,Positive
557,"If you test positive for #COVID19 you will get a text message. This will include a link to a website where you can upload contact details for your close contacts. If you do not use the website, a contact tracer will phone you to collect the details. https://t.co/mDcyUELYxW https://t.co/baJn62O5x8",15,8,Twitter Media Studio,2021-10-21,10:11:00,0.22727272727272727,Positive
558,"@RaghuRa82394644 Hi Raghu, you can see a list of pharmacies offering the vaccine on our website here: https://t.co/iwSlCETz7A",0,0,Agorapulse app,2021-10-21,09:05:01,0.0,Neutral
559,RT @paulreiddublin: Now 86 patients under intensive critical care with #Covid19. This represents almost 30% of ICU beds. This is likely to…,0,92,Agorapulse app,2021-10-21,08:39:26,0.0,Neutral
560,"While anyone can catch the #flu, people over 65 are more at risk of getting seriously ill or needing hospital treatment. So if you're over 65, make an appointment with your GP or pharmacist today. Learn more: https://t.co/5ZnO6RFY1b https://t.co/J0mTxBtwiF",20,13,Twitter Web App,2021-10-21,08:15:00,0.16666666666666666,Positive
561,If you are immunocompromised you may be offered another #COVIDVaccine dose. A weak immune system means you may not have responded as well to your vaccine as others. Another dose should protect you from becoming very ill from COVID-19. #ForUsAll  https://t.co/oPO3UJ5J1Y https://t.co/C3JFzZ4jCr,26,10,Twitter Web App,2021-10-20,19:15:00,-0.19166666666666665,Negative
562,@Patrick51220110 Hi Patrick you could drop into your nearest vaccination centre and see if they can issue you with a new one.,0,0,Agorapulse app,2021-10-20,17:55:53,0.13636363636363635,Neutral
563,"If your child is a close contact of someone with #COVID19, you can read everything you need to know here: https://t.co/hIh9MSuY9K

#HSEMyChild https://t.co/VzBZ4rxo9Y",9,3,Twitter Web App,2021-10-20,17:47:00,0.0,Neutral
564,"Protect yourself from picking up infections if you are in hospital.

👉Clean your hands regularly 
👉Do not share your personal things with other patients 
👉Don’t sit on another patient’s bed, and it's OK to ask people not to sit on your bed

#IIPW",21,5,Twitter Web App,2021-10-20,16:15:00,0.09375,Neutral
565,"Feicfidh tú buntáistí chomh luath agus a stopann tú ag caitheamh tobac.

Gheobhaidh tú cúnamh láithreach nuair a chláróidh tú leis an bPlean Quit. 

Cuir glaoch ar an líne chabhrach 1800 201 203 chun cúnamh a fháil, saor in aisce. https://t.co/cxkIu6S387",5,0,Twitter Web App,2021-10-20,14:24:00,0.0,Neutral
566,"The children's flu vaccine is safe, effective and will help protect your child from the flu. It also helps protect the rest of your family too. Children and young people aged 2 to 17 can get the nasal flu vaccine for free. Learn more: https://t.co/2BflfuwEjN #YourBestShot https://t.co/j0qd3CTdGA",30,12,Twitter Web App,2021-10-20,12:21:00,0.3333333333333333,Positive
567,"@drnicolebaker Hi Nicole, you can get the flu vaccine from your GP or a local pharmacy. You can find more information about this on the HSE website here: https://t.co/b7geGuCcsM",0,0,Agorapulse app,2021-10-20,11:21:35,0.25,Positive
568,#COVID19 is mainly spread through droplets that come from your nose and mouth. Wearing a face covering reduces the spread of these droplets and aerosols. It also helps stop the spread of the virus from people who may not know they have it. Learn more: https://t.co/YY7wWYaUlD https://t.co/HQjb1Dvwxl,46,23,Twitter Media Studio,2021-10-20,10:57:00,0.3333333333333333,Positive
569,The @slaintecare Healthy Communities Programme was launched today by Ministers @DonnellyStephen &amp; @FrankFeighan. This programme will see agencies collaborate at local level to improve health &amp; wellbeing outcomes in 19 different communities across Ireland. https://t.co/LwZFdfYHmM https://t.co/nQJgxnVSmK,57,25,Twitter Web App,2021-10-20,09:41:36,0.16666666666666666,Positive
570,"@ashloveswhisky Hi Ashley, the system for booking a test is not down. You can book a Covid-19 test here: https://t.co/xlihfwSEg9",0,0,Agorapulse app,2021-10-20,09:11:31,0.07777777777777779,Neutral
571,@BriangReal The HSE is not looking after the Digital COVID Certificate. If you have any queries regarding this you will need to call the Digital COVID Certificate helpline at 1800 807 008 or you can request information online on the following website. https://t.co/87AEY64u0w,0,0,Agorapulse app,2021-10-19,20:43:01,0.0,Neutral
572,"Don't make your minor injury a major hassle. If it's a sprain, break or minor burn, your local injury unit can treat you. Find out more about injury units here: https://t.co/eFrFmPmEyz https://t.co/jbP1QOEKjr",9,2,Twitter Web App,2021-10-19,18:26:00,0.0925,Neutral
573,RT @HsehealthW: Come along to our Launch Webinar and learn about how #SlaintecareHealthyCommunities will target health and wellbeing and he…,0,24,Twitter Web App,2021-10-19,14:15:20,0.0,Neutral
574,"https://t.co/QHxV11P3wy has helped thousands of Irish people quit smoking for good, it doesn't matter if you're a social smoker or smoke 40 a day... if you're ready to quit, we're ready to help. Learn more: https://t.co/cG9C9b0Slq 
 
#28DayChallenge  #TheLastStop https://t.co/k6p3m83AVF",15,7,Twitter Web App,2021-10-19,13:33:00,0.2722222222222222,Positive
575,"@DominicMeehan1 Hi Dominic, many airlines require a letter of confirmation for PCR test results and will not accept an SMS/test message result. The HSE does not provide letters of confirmation for PCR test results. People travelling will need to get a private test.",0,0,Agorapulse app,2021-10-19,13:24:54,0.25,Positive
576,"If you have any symptoms of #COVID19, even if they are mild, self-isolate (stay in your room) and get a COVID-19 test. Do this even if you are part or fully vaccinated against COVID-19. 

Learn more about symptoms: https://t.co/hQo1OfNP7O

#StaySafe https://t.co/qv28SGvelv",18,6,Twitter Web App,2021-10-19,11:17:00,0.41666666666666663,Positive
577,"@frumgay Hi Fiona, could you please DM us regarding this?",0,0,Agorapulse app,2021-10-19,11:14:18,0.0,Neutral
578,"@Melanie65896249 Hi Melanie, the online system to book appointments is working. There is an option to request that the code is resent. If this does not work and this issue continues, please contact the Covid-19 helpline on 1800 700 700.",0,0,Agorapulse app,2021-10-19,09:43:37,0.0,Neutral
579,"@jonathan_otoole @doylesarahann Hi Jonathan, please ensure you have emailed certificates@hse.ie putting your reference number in the subject bar and a member of the team will get back to you as quickly as possible.",0,0,Agorapulse app,2021-10-19,09:02:07,-0.05555555555555555,Negative
580,You can book a #COVID19 test online if you have symptoms of COVID-19. Just log on to our system and pick a time slot up to the end of the following day. Learn more here: https://t.co/zzGkIXWhFM https://t.co/QCZqsDodK0,20,7,Twitter Web App,2021-10-19,08:50:00,0.25,Positive
581,RT @safefood_net: Let’s go easy on treats. Start your kids on the way to a healthier life with smaller treats less often to keep your famil…,0,12,Twitter for iPhone,2021-10-19,07:23:07,0.0888888888888889,Neutral
582,"If you have received a COVID-19 vaccine course, you should get a booster dose if you are: 
 
👉🏻 80 or older, or 
👉🏾65 or older and living in a nursing home or long-term care facility 
 
Learn more: https://t.co/eCsqWjmQzg

#COVIDVaccines #ForUsAll https://t.co/uNqbCtjOBD",28,10,Twitter Media Studio,2021-10-18,18:56:00,0.27777777777777773,Positive
583,"If you test positive for COVID-19 you will get a text message. This will include a link to a website where you can upload contact details for your close contacts. If you do not use the website, a contact tracer will phone you to collect the details. https://t.co/2l7Iu60RXw",21,5,Twitter Web App,2021-10-18,17:16:00,0.22727272727272727,Positive
584,"It's flu season, so if you're 65 or over, it's time to get your free, annual flu vaccine. Make an appointment with your GP or Pharmacist today. Find out more here: https://t.co/bkIfNpZa0P https://t.co/xmNQjQI4yK",17,6,Twitter Web App,2021-10-18,15:39:00,0.45,Positive
585,RT @rtenews: The mother of a toddler who almost drowned in a pond last year has paid tribute to those who saved her life. The family of two…,0,40,Twitter Web App,2021-10-18,15:09:53,-0.05,Negative
586,"This #InternationalInfectionPreventionWeek, teach your children how to properly clean their hands to prevent the spread of infections 

#IIPW https://t.co/MCS2CGiors",25,11,Twitter Media Studio,2021-10-18,14:21:00,0.3666666666666667,Positive
587,"@slsc76 Hi Sandra, please contact your local health office for further information regarding this. You can find contact details here: https://t.co/KIuUHffyV9.",0,0,Agorapulse app,2021-10-18,12:55:44,0.0,Neutral
588,"@deirdredunne Hi there, that is correct. You can book a Covid-19 test at another test centre in Dublin here: https://t.co/fCL1CGArSB",0,0,Agorapulse app,2021-10-18,10:22:31,0.0,Neutral
589,RT @AYA_Cancer_IE: 🎉We have seen an excellent response so far to our survey to help develop Irish cancer services further - there is still…,0,16,Twitter Web App,2021-10-18,10:19:30,0.275,Positive
590,"It’s flu season and children aged 2 to 17 can get their flu vaccine for free. It’s given as a nasal spray, and it’s safe and effective. Find more information on the children’s flu vaccine at https://t.co/2Bflfuf2Vd #YourBestShot https://t.co/fszY2OqHZr",56,26,Twitter Web App,2021-10-18,08:03:00,0.38,Positive
591,"@slsc76 Hi Sandra, please contact your local immunisation office regarding this query and the team will be able to assist you further. You can find contact details here: https://t.co/aWrBMgoZP0",0,0,Agorapulse app,2021-10-18,08:02:10,0.16666666666666666,Positive
592,"@willmcguirk Hi there, you can see entry requirements as set out by the Government here: https://t.co/3ezFdRG5uQ",0,0,Agorapulse app,2021-10-17,20:07:58,0.0,Neutral
593,There are many forms of dementia &amp; everyone’s experience is different. Early diagnosis means that people can receive treatment &amp; support that may slow down the symptoms to help them live well for as long as possible.  Learn more:  https://t.co/YbygxGmopz #UnderstandTogether https://t.co/tHKXl8jRjW,17,10,Twitter Web App,2021-10-17,17:03:00,0.08120089786756453,Neutral
594,"This week is #InternationalInfectionPreventionWeek. We’re using this week to raise awareness of the importance of infection prevention in protecting public health. https://t.co/GaSNfgmj5T

#IIPW https://t.co/jqHTeL7CoS",35,19,Twitter Media Studio,2021-10-17,15:06:00,0.0,Neutral
595,#COVID19 is mainly spread through droplets that come from your nose and mouth. Wearing a face covering reduces the spread of these droplets and aerosols. It also helps stop the spread of the virus from people who may not know they have it. Learn more: https://t.co/bkrq22IXdw https://t.co/fj1aL3D5gc,42,17,Twitter Media Studio,2021-10-17,13:02:00,0.3333333333333333,Positive
596,"@Martincoleman08 Hi Martin, the passenger locator form is being looked after by the government. Unfortunately, we do not have details of alternative form. You can access the electronic form here: https://t.co/5jtWSqBWkW",0,0,Agorapulse app,2021-10-17,12:58:12,0.25,Positive
597,You can book a #COVID19 test online if you have symptoms of COVID-19. Just log on to our system and pick a time slot up to the end of the following day. Learn more here:  https://t.co/enigQQhfGQ https://t.co/ZQbYD7aqEi,6,1,Twitter Media Studio,2021-10-17,10:45:00,0.25,Positive
598,"It's flu season, so if you're 65 or over, it's time to get your free, annual flu vaccine. Make an appointment with your GP or Pharmacist today. Find out more https://t.co/MXV8ECFzDI #YourBestShot https://t.co/wUCVUmnWWX",22,17,Twitter Media Studio,2021-10-17,08:00:01,0.45,Positive
599,"@JesskaDenise Hi Jessica, there are no appointments available today, however, there are appointments available tomorrow. You can book online using the following link: https://t.co/ET1sj0rYLL",0,0,Agorapulse app,2021-10-17,07:55:32,0.26666666666666666,Positive
600,Seo séasúr an fhliú. Má tá tú os cionn 65 is féidir snáthaid an fhliú a fháil ó do dhochtúir nó Cógaiseoir. Tuilleadh eolais  #YourBestShot ar https://t.co/5ZnO6RFY1b https://t.co/j5taxWxmcd,5,2,Twitter Media Studio,2021-10-16,16:57:00,0.0,Neutral
601,Our @HSEQuitTeam helped thousands of people in Ireland quit smoking for good and can help you too. Sign up for a free Quit Plan today 👉 https://t.co/sPhICHOuRG https://t.co/evBbMnfOac,10,7,Twitter Media Studio,2021-10-16,14:58:00,0.55,Positive
602,"Every vaccine makes a difference. If you have not received your free COVID-19 vaccine you can register online  👉🏻 https://t.co/nTNxEJWWWr 
     
#COVIDVaccines #ForUsAll https://t.co/Bymytoarkm",42,21,Twitter Media Studio,2021-10-16,12:59:00,0.4,Positive
603,"@Johnole40436676 Hi John, this has started, your hospital or GP will identify you if you require a 3rd COVID-19 vaccine dose. You do not need to register or contact anyone. People who need an additional dose will receive a text message with an appointment for their vaccine.",0,0,Agorapulse app,2021-10-16,11:22:27,0.0,Neutral
604,"Healthcare workers can prevent the spread of flu and save lives by getting the flu vaccine. Speak to your line manager, peer vaccinator, or occupational health department about getting your free flu vaccine this winter. https://t.co/rdDV41z3QT #YourBestShot https://t.co/iagAujRhzR",8,1,Twitter Web App,2021-10-16,10:44:00,0.4,Positive
605,"@NinaPlatt Hi Nina, we do not have details of a phone number to call regarding this. If you cannot find the information you require on this page of the https://t.co/CSzmYRiwi9 website, you may find the information from the Department of Foreign Affairs: https://t.co/WqBmhCS3SS",1,0,Agorapulse app,2021-10-16,10:31:16,-0.125,Negative
606,"@NinaPlatt Hi Nina, the HSE have not implemented the travel restrictions, these have been implemented by the government. Have you been able to look at this page of the https://t.co/CSzmYRiwi9 website, there is information for people arriving from Great Britain: https://t.co/kXYmum2CQC",0,0,Agorapulse app,2021-10-16,09:45:33,0.65,Positive
607,"COVID-19 is still here and spreads very easily. You can still spread the virus, even if you don't have symptoms.  
   
Distance. Wear. Wash.    
   
We can do this. #ForUsAll

https://t.co/zT1NC3W0Nd https://t.co/cNi3IjX5EP",8,4,Twitter Media Studio,2021-10-16,07:56:00,0.5633333333333334,Positive
608,"Walk-in clinics are open for people aged 12 and older. Children aged 12 to 15 must attend with their parent or guardian.
Visit https://t.co/2ew0ZKomar for more details. 

#ForUsAll",5,1,Twitter for iPhone,2021-10-16,07:30:24,0.09333333333333334,Neutral
609,"📍Kilbride Community Centre
 9.15am to 12.15pm
📍Sligo Racecourse 9.00am to 4.00pm
📍Clonmel Park Hotel 9am to 12pm
📍Waterford Institute of Technology Arena 8.15am to 5pm",3,1,Twitter for iPhone,2021-10-16,07:30:24,0.0,Neutral
610,"📍Cillin Hill Conference Centre 8.15am to 12.30pm
📍St. Fintans Campus 1pm to 4pm
📍Limerick Racecourse 2pm to 7pm
📍Fairways Hotel 1pm to 4pm
📍Breaffy House Resort 9.30am to 5.30pm
📍Fairyhouse Racecourse 11am to 4pm
📍Glencarn Hotel 9.30am to 4:30pm",0,0,Twitter for iPhone,2021-10-16,07:30:23,0.0,Neutral
611,"Here are today’s open walk-in #COVIDVaccine clinics.

📍Kilmore Hotel 8.30am to 4pm
📍West County Hotel, Ennis 5pm to 7pm
📍Letterkenny Community Assessment Hub 8.30am to 4.30pm
📍Galway Racecourse 8.30am to 4.00pm
📍Punchestown Racecourse
10am to 5pm https://t.co/1f8E9e4Hv3",10,5,Twitter for iPhone,2021-10-16,07:30:23,0.0,Neutral
612,"@nameescapesme_ Hi there, if you have not received the code, you can request that the code is resent. If this issue continues, please contact the Covid-19 helpline on 1800 700 700",0,0,Agorapulse app,2021-10-15,18:33:52,0.0,Neutral
613,"@pidgerydoodar Hi there, please email certificates@hse.ie regarding this query, putting your reference number in the subject bar and a member of the team will get back to you as quickly as possible.",0,0,Agorapulse app,2021-10-15,18:16:50,-0.05555555555555555,Negative
614,"@Twirls14 Hi there, it is possible to book an appointment on the system. Please book your appointment through the following link: https://t.co/ET1sj0rYLL",0,0,Agorapulse app,2021-10-15,18:06:55,0.0,Neutral
615,"@mcg1000 @DonnellyStephen @joeliveline Hi Mary, there is a referral pathway in place for GP's to refer housebound patients for a vaccine at home.",0,0,Agorapulse app,2021-10-15,17:00:03,0.0,Neutral
616,"@FionaOrr4 @OObeirn Hi there, there is a high demand for testing at the moment however it is possible to book through the online system. There are appointments available.",0,0,Agorapulse app,2021-10-15,16:56:10,0.18666666666666668,Positive
617,"Faigh cárta deontóra orgán agus d’fhéadfá athrú a chur ar shaol duine. Labhair le do chlann faoi 
#HaveThatConversation https://t.co/epk0alPwH2",4,2,Twitter Web App,2021-10-15,16:33:00,0.0,Neutral
618,#ThankYouLaura https://t.co/t6bQTjz3s4,393,23,Twitter Web App,2021-10-15,15:25:12,0.0,Neutral
619,#COVID19 is mainly spread through droplets that come from your nose and mouth. Wearing a face covering reduces the spread of these droplets and aerosols. It also helps stop the spread of the virus from people who may not know they have it. Learn more: https://t.co/kGXGkrzZSP https://t.co/WVOZtfbE3v,19,13,Twitter Web App,2021-10-15,15:02:00,0.3333333333333333,Positive
620,"📍Sligo Racecourse, Co Sligo
📍Abbeycourt Hotel, Co Tipperary
📍Clonmel Park Hotel, Co Tipperary 
📍Waterford Institute of Technology Arena, Co Waterford
📍Astro Active Centre, Co Wexford 

(4/4)",2,1,Twitter Web App,2021-10-15,14:16:04,-0.13333333333333333,Negative
621,"📍Belmullet Vaccination Centre, Co Mayo
📍Breaffy House Resort, Co Mayo
📍Fairyhouse Racecourse, Co Meath
📍Simonstown GAA Club, Co Meath
📍Glencarn Hotel, Co Monaghan
📍Offaly Vaccination Centre, Co Offaly
📍Kilbride Community Centre, Co Roscommon

(3/4)",2,1,Twitter Web App,2021-10-15,14:16:04,0.0,Neutral
622,"📍Citywest Hotel, Co Dublin
📍National Show Centre, Co Dublin 
📍Galway Racecourse, Co Galway 
📍Punchestown Racecourse, Co Kildare
📍Cillin Hill Conference Centre, Co Kilkenny 
📍St. Fintans Campus, Co Laois
📍Limerick Racecourse, Co Limerick 
📍Fairways Hotel, Co Louth

(2/4)",0,0,Twitter Web App,2021-10-15,14:16:03,0.0,Neutral
623,"Here are this weekend's open walk-in #COVIDVaccine clinics. Some of these clinics are for dose 1 and some are also for dose 2. You can find times and more details here: https://t.co/2qAIheIxeM 

📍City Hall Cork, Co Cork
📍Letterkenny Community Assessment Hub, Co Donegal

(1/4) https://t.co/g3ieQeodln",4,6,Twitter Web App,2021-10-15,14:16:03,0.25,Positive
624,"@mcg1000 @DonnellyStephen @joeliveline Hi Mary, people who are housebound can be referred for a home booster vaccine via their GP.",0,0,Agorapulse app,2021-10-15,12:42:51,0.0,Neutral
625,"@OObeirn Hi Malcolm, do you mean the COVID test booking? Are you using this link? https://t.co/EiOWmVSY97",0,0,Agorapulse app,2021-10-15,12:40:38,-0.3125,Negative
626,"If you test positive for COVID-19 you will get a text message. This will include a link to a website where you can upload contact details for your close contacts. If you do not use the website, a contact tracer will phone you to collect the details. https://t.co/w3w7uhNLtJ",13,3,Twitter Media Studio,2021-10-15,11:52:00,0.22727272727272727,Positive
627,"If you notice any of these possible signs of cancer, speak to your GP right away. 

When we diagnose cancer early, the best outcomes are possible. 

Learn more: https://t.co/nIJtAzTNzp  #KnowTheSigns https://t.co/ETuKGHs6PU",53,30,Twitter Web App,2021-10-15,10:27:00,0.3142857142857143,Positive
628,"If you have received a COVID-19 vaccine course, you should get a booster dose if you are: 
 
👉80 or older, or 
👉🏾65 or older and living in a nursing home or long-term care facility 
 
Learn more: https://t.co/CRMO8ZT2vN

#COVIDVaccines #ForUsAll https://t.co/x6dcjqEkDL",34,13,Twitter Media Studio,2021-10-15,08:12:00,0.27777777777777773,Positive
629,"@Dion_Tallant Hi Dion, The Shrewsbury Community Testing Centre (RDS), Shrewsbury Road, Dublin 4 relocated to the Irish Management Institute (IMI), Balally, Dublin 16, D16 X8C3 on a permanent basis.",0,0,Agorapulse app,2021-10-14,16:25:15,0.0,Neutral
630,We can help new mums with any part of breastfeeding that they may have questions about. No question is too big or small. Learn more here: https://t.co/ZdxlHWwNv5 #HSEMyChild https://t.co/XYr5EPg03S,7,0,Twitter Web App,2021-10-14,15:37:00,0.09659090909090909,Neutral
631,"""Know the signs of cancer and don't be scared to talk to your GP - It could save your life"".

Watch the video below to find out about the importance of diagnosing cancer early. Learn more: https://t.co/G8t57xjJd6 #KnowTheSigns https://t.co/GByxqTnKML",17,6,Twitter Web App,2021-10-14,14:23:00,0.3,Positive
632,"@ChristinaKsci Hi Christina, could you please send us a DM regarding this with some more information?",1,0,Agorapulse app,2021-10-14,13:47:35,0.5,Positive
633,"@matthew11lynch Hi Matthew, the Shrewsbury Community Testing Centre (RDS), Shrewsbury Road, Dublin 4 has relocated  to the Irish Management Institute (IMI), Balally, Dublin 16, D16 X8C3 on a permanent basis.",0,0,Agorapulse app,2021-10-14,13:07:42,0.0,Neutral
634,"Every vaccine makes a difference. If you have not received your free COVID-19 vaccine you can register online here: https://t.co/nTNxEJWWWr
     
#COVIDVaccines #ForUsAll https://t.co/R5UkAjBb3u",13,5,Twitter Media Studio,2021-10-14,12:10:00,0.4,Positive
635,"The flu vaccine is the best way to protect yourself from the flu. While anyone can catch the flu, you're more at risk of getting seriously ill or needing hospital treatment if you're over 65. Make an appointment with your GP or pharmacist 👉🏻 https://t.co/5ZnO6RXySJ #YourBestShot https://t.co/GEzw8tPH4c",35,15,Twitter Web App,2021-10-14,11:06:00,0.3333333333333333,Positive
